"Date","Price","Open","High","Low","Vol.","Change %"
"10/29/2017","145.95","149.87","150.89","145.14","","-2.62%"
"10/22/2017","149.87","154.76","155.19","147.87","","-3.16%"
"10/15/2017","154.76","153.11","158.29","152.13","","1.08%"
"10/08/2017","153.11","160.56","161.59","152.18","","-4.64%"
"10/01/2017","160.56","162.37","164.96","160.12","","-1.11%"
"09/24/2017","162.37","161.59","163.51","160.85","","0.48%"
"09/17/2017","161.59","155.68","161.80","154.77","","3.80%"
"09/10/2017","155.68","149.85","155.68","149.82","","3.89%"
"09/03/2017","149.85","156.92","156.92","148.32","","-4.51%"
"08/27/2017","156.92","159.06","159.36","156.67","","-1.35%"
"08/20/2017","159.06","155.98","159.76","155.98","","1.97%"
"08/13/2017","155.98","158.89","160.99","155.23","","-1.83%"
"08/06/2017","158.89","161.07","161.68","158.51","","-1.35%"
"07/30/2017","161.07","161.19","163.82","159.12","","-0.07%"
"07/23/2017","161.19","150.66","163.21","148.99","","6.99%"
"07/16/2017","150.66","149.14","151.46","147.47","","1.02%"
"07/09/2017","149.14","150.68","150.90","148.38","","-1.02%"
"07/02/2017","150.68","154.03","155.51","149.97","","-2.17%"
